category,topic,terms,nm_producao,nm_orientador,gamma
Phenomenology and Hermeneutics,28,"objeto, representacao, psicologia, husserl, coisa",fenomenologia das representacoes sobre a equivocacao do termo representacao na tese todos os atos ou sao representacoes ou se fundam em representacoes arrazoada por edmund husserl na v investigacao das investigacoes logicas,mario ariel gonzalez porta,1.28
Phenomenology and Hermeneutics,28,"objeto, representacao, psicologia, husserl, coisa",a distincao entre conteudo e objeto na obra zur lehre vom inhalt und gegenstand der vorstellungen de k twardowski,mario ariel gonzalez porta,1.28
Phenomenology and Hermeneutics,28,"objeto, representacao, psicologia, husserl, coisa",o problema da verdade na filosofia de l wittgenstein percurso da semantica a pragmatica,mark julian richter cass,1.28
Phenomenology and Hermeneutics,28,"objeto, representacao, psicologia, husserl, coisa",dialogo do imponderavel cinco ensaios sobre o objeto psicologico a partir da filosofia da mente,joao de fernandes teixeira,1.28
Phenomenology and Hermeneutics,28,"objeto, representacao, psicologia, husserl, coisa",o conceito de intencionalidade na quinta investigacao de edmund husserl,mario ariel gonzalez porta,1.28
Phenomenology and Hermeneutics,28,"objeto, representacao, psicologia, husserl, coisa",a ideia de objeto em husserl e meinong considerada a partir da filosofia de franz brentano,aquiles cortes guimaraes,1.28
Phenomenology and Hermeneutics,28,"objeto, representacao, psicologia, husserl, coisa",a logica do intuido uma abordagem hileticofenomenologica da genese de conhecimentos sensiveis,eduardo soares neves silva,1.28
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",o papel da a phronesis de aristoteles na elaboracao do problema hermeneutico em verdade e metodo,edson peixoto de resende filho,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",tradicao  um caminho na contramao da historia contribuicoes para o esclarecimento do conceito de tradicao na obra wahrheit und methode de hansgeorg gadamer,jeanne marie gagnebin de bons,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",william harvey e a anatomia do seculo xvii ruptura e tradicao,pablo ruben mariconda,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",compreensao dialogo texto a hermeneutica da linguagem em hansgeorg gadamer,ernildo jacob stein,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",escolher a montanha os curiosos percursos de paul veyne,renato janine ribeiro,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",hermeneutica e racionalidade um estudo a partir de verdade e metodo i,roberto wu,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",a hermeneutica filosofica como filosofia uma critica interna ao pensamento de gadamer,ernildo jacob stein,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",compreensao e linguagem a reabilitacao do preconceito no pensamento de h g gadamer,fernando augusto da rocha rodrigues,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",dialogo sobre a imutabilidade do ceu aristoteles e galileu,erico andrade marques de oliveira,1.11
Phenomenology and Hermeneutics,5,"tradicao, hermeneutica, gadamer, compreensao, hermeneuticafilosofica",zhuangzi e a desconstrucao da substancialidade nos paradoxos logicos de huizi,eder soares santos,1.11
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",o si mesmo enquanto uma ontologiapartida,marcelo fabri,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",paul ricoeur possibilidades e impasses da narrativa,marco aurelio werle,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",hipocrisia arte do engano arte do ator um olhar sobre a criacao de si em nietzsche,rosa maria dias,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",a influencia da mimese na hermeneutica simbolica de paul ricoeur,marcelo martins barreira,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",por uma etica transitoria criacao eticoestetica para alem da moral,luiz benedicto lacerda orlandi,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",ricoeur e a consciencia de si uma analise a luz de algumas ressonancias do pensamento de jean nabert,jeanne marie gagnebin de bons,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",narciso ou o individualismo moderno em gilles lipovetsky,marcos alexandre gomes nalli,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",ricoeur e a hermeneutica do si o discurso ricoeuriano sobre o sujeito a partir da virada linguistica,vincenzo di matteo,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",o poema o guesa de sousandrade a luz da hermeneutica de paul ricoeur,jeanne marie gagnebin de bons,0.75
Phenomenology and Hermeneutics,62,"ricoeur, si, paul, hermeneutica, narrativa",a arte de criar a si uma concepcao de hipocrisia a luz do pensamento de nietzsche,maria aparecida de paiva montenegro,0.75
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",a condicao posmoderna segundo jeanfrancois lyotard continuidade ou ruptura,ricardo jardim andrade,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",o tema da poshistoria no pensamento de vilem flusser,ricardo timm de souza,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",a poshistoria e as composicoes imageticas e sonoras em vilem flusser,rodrigo antonio de paiva duarte,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",sutilezas metafisicas do espetaculo a imagem desviada em debord,francisco de ambrosis pinheiro machado,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",atraves do espelho a constituicao da pintura de andy warhol,lorenzo mammi,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",o aparelho fotografico como modelo do paradigma da poshistoria na filosofia dos media de vilem flusser,imaculada maria guimaraes kangussu,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",miseria e grandeza do humano absurdo uma antropologia filosofica presente na obra de albert camus,franklin leopoldo e silva,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",estetica e estetizacao no pensiero debole de gianni vattimo uma investigacao,cintia vieira da silva,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",realidades virtuais informacao e simulacao do mundo,edgar de brito lyra netto,0.52
Phenomenology and Hermeneutics,79,"imagens, vattimo, posmodernidade, sociedade, mundo",a leitura flusseriana da virada informacional na filosofia,sertorio de amorim e silva neto,0.52
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",o conceito de regras em da crteza terceiro wittgenstein,roberto hofmeister pich,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",atributos nao instanciados,marco antonio caron ruffino,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",o problema da relacao entre linguagem e mundo em l wittgenstein,paulo roberto margutti pinto,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",o problema da universalizacao em alguns textos logicos de pedro abelardo,luis alberto de boni,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",suppositio significatio e a questao da referencia uma leitura da semantica ockchamiana,roberto hofmeister pich,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",o trabalho filosofico no da certeza de ludwig wittgenstein,joao carlos salles pires da silva,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",a escada e o mistico como entender um contrassenso,rogerio fabianne saucedo correa,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",o que se faz com o que se diz um estudo sobre a teoria austiniana dos atos de fala,ernildo jacob stein,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",necessidade gramatical e praticas humanas os jogos de linguagem na segunda filosofia de ludwig wittgenstein,jose gonzalo armijos palacios,2.04
Philosophy of Mind and Language,64,"linguagem, wittgenstein, proposicoes, sentido, tractatus",ockham e o tractatus logicophilosophicus de wittgenstein,bortolo valle,2.04
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",a subjetividade como elemento constitutivo do mental segundo john r searle,kleber bez birolo candiotto,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",a relacao mentecorpo em john searle,jonas goncalves coelho,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",o problema do livrearbitrio o argumento incompatibilista de peter van inwagen em an essay on free will,denis coitinho silveira,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",o livrearbitrio em john r searle uma contraposicao do naturalismo biologico ao fisicalismo e ao funcionalismo,everaldo cescon,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",cartografia da mente em gregory bateson,marcelo silva de carvalho,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",a consciencia inexplicada as criticas de searle ao funcionalismo de dennett,marco antonio oliveira de azevedo,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",o naturalismo biologico de john searle uma reavaliacao da teoria e de algumas objecoes a ela,jerzy andre brzozowski,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",e possivel uma ciencia da mente,waldomiro jose da silva filho,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",reducionista prudente ou usurpador cientificista a teoria da consciencia de daniel dennett,sergio luiz de castilho fernandes,1.39
Philosophy of Mind and Language,41,"mente, argumento, argumentos, mental, mentais",o problema da negacao e do que nao e,balthazar barbosa filho,1.39
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",o conceito de simultaneidade em henri bergson,mariana de toledo barbosa,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",bergson e a metafisica do movente,pedro duarte de andrade,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",tempo em bergson do psicologico ao ontologico,franklin leopoldo silva,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",a medida do tempo intuicao e inteligencia em bergson,olival freire junior,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",memoria incerta lembrancasfalsas lembrancas e as ciencias da memoria,jaime parera rebello,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",tensao e extensao ensaio sobre a ontologia bergsoniana,silene torres marques,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",germinacoes do novo tempo e criacao em henri bergson,eduardo jardim de moraes,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",a passagem do tempo psicologico para o tempo ontologico na filosofia bergsoniana,maria adriana camargo cappello,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",para alem da inteligencia a intuicao bergsoniana e a duracao na fluidez da vida,elena moraes garcia,1.38
Philosophy of Mind and Language,27,"tempo, espaco, bergson, memoria, intuicao",o todo aberto tempo e subjetividade em henri bergson,maria helena lisboa da cunha,1.38
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",nomes ficcionais uma abordagem referencialreflexiva,celso reni braida,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",o conceito de verdade em linguagens semanticamente fechadas,oswaldo chateaubriand filho,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",reflexive content and the presuppositional account of referential failure in situations of scarcity of information and fiction,ernesto perini frizzera da mota santos,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",condicionais e implicaturas uma avaliacao das teorias da equivalencia de grice e jackson,mauro luiz engelmann,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",representacao verdade e justificacao no neopragmatismo de richard rorty,maria theresa vaz calvet de magalhaes,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",words and the world a defense of lexical reference,marco antonio caron ruffino,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",o paradoxo do mentiroso argumentos contra o dialeteismo,cezar augusto mortari,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",repercussoes contemporaneas do paradoxo do mentiroso tarski e kripke,tulio roberto xavier de aguiar,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",neurath e a concepcao semantica de verdade,edelcio goncalves de souza,1.27
Philosophy of Mind and Language,70,"verdade, rorty, sentido, verdadeiro, significado",os silenos de alcibiades de erasmo de rotterdam,jose benedito de almeida junior,1.27
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",externalismo ativo e convergencia tecnologica nbic o advento da hipercognicao,kleber bez birolo candiotto,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",a neurociencia afetiva de jaak panksepp uma investigacao sobre a genese emocional da consciencia,karla de almeida chediak,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",um estudo acerca dos estados mentais o debate internalismo versus externalismo,mariana claudia broens,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",o papel do corpo na emergencia da mente consciente o problema da percepcaoacao na exploracao do ambiente a partir das perspectivas ecologicas e teorias enativistas,leonardo ferreira almada,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",ontologia social naomentalista uma abordagem comportamental biocentrad,celso reni braida,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",um estudo filosofico interdisciplinar do conceito de corpo,mariana claudia broens,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",entre o organico e o cognitivo o carater hibrido das emocoes em william james,daniel de luca silveira de noronha,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",flexibilidade e eficiencia na cognicao social,ernesto perini frizzera da mota santos,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",a consciencia segundo damasio um enfoque neurofilosofico,jonas goncalves coelho,1.1
Philosophy of Mind and Language,78,"corpo, mente, emocoes, cognicao, percepcao",uma discussao do problema mentecorpo em descartes e espinosa a partir da neurofilosofia de antonio damasio,alfredo pereira junior,1.1
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",o processo de aquisicao de habitos nas redes neurais de kohonen,maria claudia cabrini gracio,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",informacao ecologica e redes sociais uma analise filosofico interdisciplinar,maria eunice quilici gonzales,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",nos trilhos da inovacao uma contribuicao filosofica para a consolidacao de um modelo para a evolucao tecnologica,paulo cesar coelho abrantes,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",midias de massa e redes sociais desordem informacional e violacao de privacidade,bernardo goncalves alonso,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",a autoorganizacao no processo cognitivo,maria eunice quilici gonzalez,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",autoorganizacao e mecanicismo na robotica uma analise filosofica,maria eunice quilici gonzalez,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",ciencia cognitiva e autoorganizacao um encontro no modelo conexionista da mente,maria eunice quilici gonzalez,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",uma reflexao sobre o estatuto dos meios de comunicacao de massa a luz do pragmatismo de peirce,ivo assad ibri,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",processos de autoorganizacao nos modelos de redes neurais artificiais,maria claudia cabrini gracio,0.98
Philosophy of Mind and Language,72,"modelo, modelos, peirce, informacao, processos",emergentismo e comportamento simbolico uma discussao sobre o behaviorismo radical e o emergentismo evolutivo,luiz henrique de araujo dutra,0.98
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",um conceito de informacao para a teoria representacional da mente,cicero antonio cavalcante barroso,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",acessando representacoes mentais para predizer estimulos como crencas e conceitos modulam sinais cerebrais,sofia ines albornoz stein,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",o conceito plotiniano de hyle lugar natureza e geracao,renato matoso ribeiro gomes brandao,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",inteligencia artificial manipulacao simbolica e intencionalidade em j r searle,paulo roberto margutti pinto,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",newell e simon racionalidade e soluao de problemas a teoria cientifica da racionalidade em inteligencia artificial,jos raimundo novaes chiappin,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",a teoria computacional da mente e o dilema de searle,itala maria loffredo d ottaviano,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",caderno de axe notas sobre filosofia de terreiro,peter pal pelbart,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",predicting and reflecting a dual framework for dual process theory,andre joffily abath,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",as fronteiras do senso comum,mauricio de carvalho ramos,0.75
Philosophy of Mind and Language,74,"sistemas, sistema, mente, searle, maquinas",a teoria sistemica luhmanniana e a nocao de autopoiese comunicativa nos estudos organizacionais,jean pierre cardoso caron,0.75
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",fenomenologia nas philosophische bemerkingen tempo cor e figuracao,luiz henrique lopes dos santos,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",o claroobscuro da imagem poetica estudo sobre a imagem literaria na obra de gaston bachelard,franklin leopoldo e silva,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",os movimentos circulares de ubu rei,vera lucia goncalves felicio,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",a nocao de materialismo em gaston bachelard,marly bulcao lassance britto,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",o problema da imaginacao em descartes,ivan domingues,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",estetica do grotesco nos quadrinhos,susana de castro amaral vieira,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",por uma filosofia do espanto imaginario uma tentativa de reconstrucao atraves das imagens poeticas da formacao do filosofosonhador numa perspectiva bachelardiana,vera lucia goncalves felicio,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",a imaginacao poetica a filosofia da imaginacao em gaston bachelard e gilbert durand,marly bulcao lassance britto,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",a pedagogia do riso as performances filosoficas de diogenes de sinope,rafael rodrigues pereira,0.61
Philosophy of Mind and Language,58,"imaginacao, imaginario, bachelard, imagem, violencia",elementos de uma genealogia do gesto geometrico a teoria de grandeza extensiva de hermann grassmann,wilton barroso filho,0.61
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",o reverso do mundo logica metafisica e semantica dos condicionais contrafactuais,oswaldo chateaubriand filho,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",identidade pessoal uma analise critica da teoria da memoria,karla de almeida chediak,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",kant e o misticismo um embate entre a razao o entusiasmo e a loucura,marcelo do amaral penna forte,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",o enigma filosofico da identidade pessoal,antonio trajano menezes arruda,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",epistemologia e ontologia em nietzsche a luz do problema do tempo,scarlett zerbetto marton,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",nome alberto caeiro profissao descobridor de imagens,franklin leopoldo e silva,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",o argumento do milagre e a explicaao do sucesso da cincia,luiz henrique lopes dos santos,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",o conceito de pessoa na etica material dos valores em max scheler,maria da penha felicio dos santos de carvalho,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",natureza e subjetividade em schelling,hansgeorg flickinger,0.6
Philosophy of Mind and Language,40,"identidade, pessoa, valores, identidadepessoal, scheler",identidade pessoal em paul ricoeur,noeli dutra rossatto,0.6
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",geometria e ciencia uma correlacao relevante estudo acerca da correspondencia entre as mudancas no status da geometria e as inflexoes na ciencia,gerson albuquerque de araujo neto,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",abordagens comparativas de ciclos e de potenciais da termodinamica escolha racional ou pragmatica,jose raymundo novaes chiappin,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",revisitando a questao da unidade da ciencia preeminente na metafisica de aristoteles a relevancia do livro a para uma leitura arqueologica,fernando augusto da rocha rodrigues,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",a significacao da mathesis universalis em descartes,eneias junior forlin,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",as aporias do livro b da metafisica de aristoteles,balthazar barbosa filho,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",questoes metodologicas e ontologicas nas praticas matematicas de descartes e newton,eduardo salles de oliveira barra,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",o problema do cientificismo fortaleza,luis filipe estevinha lourenco rodrigues,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",o que ha de metafisica na mecanica do seculo xviii,antonio augusto passos videira,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",a geometria de descartes como resultado da analise e sintese,djalma medeiros,1.97
Philosophy of Science,8,"conhecimento, ciencia, metodo, metafisica, natureza",a mathesis universalis e sua relacao com o metodo cartesiano,andre leclerc,1.97
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",entre perversao e perversidade o crime na obra de sigmund freud curitiba,eduardo ribeiro da fonseca,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",a primeira teoria freudiana das neuroses,bento prado de almeida ferraz junior,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",o papel do eu no inicio da psicologia freudiana,richard theisen simanke,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",freud e os primordios da psicanallise da neuroanatomia as consideracoes metapsicologicas iniciais,osmyr faria gabbi junior,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",pulsao de morte e racionalidade na teoria freudiana,osmyr faria gabbi junior,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",pulsao de morte e racionalidade na teoria freudiana,osmyr faria gabbi junior,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",o pensamento a partir do mecanismo do inconsciente na primeira topica freudiana,oswaldo giacoia junior,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",o lider as coletividades e suas identificacoes,olivier martin louis albert rene feron,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",a formula etiologica da histeria em freud da heriditariedade a teoria sexual,francisco verardi bocca,1.66
Philosophy of Science,67,"freud, psicanalise, inconsciente, psicologia, freudiana",ontogenese e filogenese em freud uma visao de conjunto,luiz roberto monzani,1.66
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",o embate entre o realismo cientifico e o empirismo construtivo de van fraassen em images of science as criticas pos the scientific image,cesar augusto battisti,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",incomensurablidade e racionalidade em thomas kuhn uma analise do relativismo epistemologico,caetano ernesto plastino,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",o criterio para escolha de teorias na perspectiva de thomas kuhn,gerson albuquerque de araujo neto,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",breve jornada empirismo moderno,caetano ernesto plastino,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",epistemologia moral a argumentacao de putnam acerca da objetividade dos valores,erick calheiros de lima,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",criterios de decisao entre hipoteses rivais nas teorias historicistas da racionalidade cientifica,rogerio passos severo,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",o conceito de observabilidade segundo bas van fraassen e a sua relevancia para o empirismo construtivo,patricia maria kauark leite,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",popper e o convencionalismo,jezio hernani bomfim gutierre,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",sobre estruturas linguisticas eparadigmas as releituras rec,rogerio passos severo,1.51
Philosophy of Science,63,"ciencia, cientifica, kuhn, cientificas, cientifico",progresso valorativo da ciencia e a biotecnologia sobre a participacao dos valores sociais na avaliacao do progresso cientifico,pablo ruben mariconda,1.51
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",proposicoes e valor cognitivo podem demonstrativos nao ter sentido,marco antonio caron ruffino,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",metafisica e racionalidade cientifica um ensaio sobre os fundamentos da matematica,pablo ruben mariconda,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",indeterminismo substantivismo e o argumento do buraco uma questao acerca do estatuto ontologico do espacotempo,breno hax junior,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",leibniz versus newton sobre qualidades milagres e leis da natureza,fatima regina rodrigues evora,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",carnap e a natureza da logica,joao vergilio gallerani cuter,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",uma nova ciencia uma apresentacao da ciencia newtoniana,claudemir roque tossato,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",descricoes definidas generalidade sem unicidade,oswaldo chateaubriand filho,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",definicoes preliminares para uma classificacao das falacias informais,aldo lopes dinucci,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",a teoria universal de fermt da sua formulacao inicial ate a reformulacao va,newton carneiro affonso da costa,1.49
Philosophy of Science,26,"logica, matematica, frege, semantica, logico",notas acerca da disputa entre o logicismo de frege e o intuicionismo de poincare,diogo de franca gurgel,1.49
